,Личность подтверждена,Статус,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Формат обучения,Предмет,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж
209,False,Аспирант или ординатор очной формы обучения,12.0,7.0,27.0,5.0,10.0,Дистанционно,Английский язык,1500.0,False,0,1,1,0,0,0
210,True,Частный преподаватель,5.0,3.0,15.0,5.0,6.0,Дистанционно,Английский язык,2000.0,False,0,1,1,0,0,0
211,True,Частный преподаватель,5.0,4.0,8.0,5.0,6.0,Дистанционно,Английский язык,2350.0,True,0,1,1,0,0,0
212,True,Частный преподаватель,8.0,4.0,20.0,5.0,9.0,Дистанционно,Английский язык,2500.0,False,0,1,1,0,0,0
213,True,Преподаватель университета или колледжа,22.0,3.0,37.0,5.0,16.0,У репетитора,Английский язык,4125.0,True,0,1,1,0,0,0
214,False,Частный преподаватель,22.0,2.0,7.0,5.0,6.0,Дистанционно,Английский язык,2700.0,False,0,1,1,0,0,0
215,True,Частный преподаватель,10.0,7.0,14.0,5.0,8.0,Дистанционно,Английский язык,1058.3333333333333,False,0,1,1,0,0,0
216,False,Преподаватель университета или колледжа,18.0,7.0,19.0,4.83,6.0,Дистанционно,Английский язык,2500.0,False,0,1,1,0,0,0
217,True,Частный преподаватель,17.0,6.0,27.0,5.0,8.0,Дистанционно,Английский язык,1700.0,False,0,1,1,0,0,0
218,False,Частный преподаватель,17.0,7.0,14.0,5.0,8.0,Дистанционно,Английский язык,2625.0,False,0,1,1,0,0,0
219,True,Частный преподаватель,11.0,3.0,8.0,5.0,6.0,Дистанционно,Английский язык,2875.0,False,0,1,1,0,0,0
220,True,Студент,5.0,3.0,14.0,5.0,6.0,У ученика,Английский язык,2437.5,False,0,1,1,0,0,0
221,False,Частный преподаватель,7.0,6.0,12.0,5.0,7.0,Дистанционно,Английский язык,2000.0,False,1,1,1,0,0,0
222,False,Частный преподаватель,8.0,5.0,21.0,5.0,7.0,Дистанционно,Английский язык,2000.0,True,0,1,1,0,0,0
223,True,Частный преподаватель,5.0,2.0,23.0,5.0,7.0,Дистанционно,Английский язык,800.0,False,0,1,1,0,0,0
224,True,Частный преподаватель,5.0,1.0,11.0,5.0,5.0,Дистанционно,Английский язык,1910.0,False,0,1,1,0,0,0
225,True,Преподаватель университета или колледжа,14.0,3.0,26.0,4.83,6.0,Дистанционно,Английский язык,900.0,False,0,1,1,0,0,0
226,True,Частный преподаватель,17.0,2.0,9.0,5.0,4.0,Дистанционно,Английский язык,3083.333333333333,True,0,1,1,0,0,0
227,False,Частный преподаватель,10.0,3.0,22.0,4.86,7.0,Дистанционно,Английский язык,1781.25,False,0,1,1,0,0,0
228,True,Частный преподаватель,5.0,4.0,6.0,5.0,4.0,Дистанционно,Английский язык,1200.0,False,0,1,1,0,0,0
229,True,Частный преподаватель,9.0,2.0,7.0,5.0,4.0,Дистанционно,Английский язык,2200.0,False,0,1,1,0,0,0
230,True,Частный преподаватель,17.0,3.0,10.0,5.0,3.0,Дистанционно,Английский язык,1300.0,False,0,1,1,0,0,0
231,True,Частный преподаватель,11.0,1.0,15.0,5.0,5.0,У репетитора,Английский язык,1200.0,True,0,1,1,0,0,0
232,False,Частный преподаватель,17.0,1.0,6.0,5.0,3.0,Дистанционно,Английский язык,1275.0,True,0,1,1,0,0,0
233,True,Преподаватель университета или колледжа,8.0,2.0,11.0,5.0,3.0,Дистанционно,Английский язык,1800.0,True,0,1,1,0,0,0
234,False,Частный преподаватель,5.0,2.0,8.0,5.0,5.0,Дистанционно,Английский язык,1375.0,False,0,1,1,0,0,0
235,True,Частный преподаватель,5.0,1.0,9.0,5.0,5.0,Дистанционно,Английский язык,967.8571428571428,True,0,1,1,0,0,0
236,True,Частный преподаватель,5.0,1.0,30.0,5.0,5.0,Дистанционно,Английский язык,1175.0,False,0,1,1,0,0,0
237,True,Частный преподаватель,6.0,4.0,13.0,5.0,5.0,У репетитора,Английский язык,2103.125,False,0,1,1,0,0,0
238,True,Частный преподаватель,15.0,4.0,11.0,5.0,2.0,Дистанционно,Английский язык,5000.0,False,0,1,1,0,0,0
239,False,Аспирант или ординатор очной формы обучения,7.0,3.0,4.0,5.0,5.0,Дистанционно,Английский язык,1700.0,False,0,1,1,0,0,0
240,True,Преподаватель университета или колледжа,27.0,6.0,11.0,5.0,3.0,У репетитора,Английский язык,2250.0,False,0,1,1,0,0,1
241,True,Частный преподаватель,14.0,5.0,11.0,5.0,5.0,Дистанционно,Английский язык,5000.0,False,0,1,1,0,0,0
242,True,Частный преподаватель,3.0,2.0,11.0,5.0,5.0,У ученика,Английский язык,1800.0,False,0,1,1,0,0,0
243,False,Частный преподаватель,14.0,2.0,6.0,5.0,3.0,Дистанционно,Английский язык,1916.6666666666667,False,0,1,1,0,0,0
244,True,Частный преподаватель,6.0,4.0,11.0,5.0,5.0,Дистанционно,Английский язык,3666.6666666666665,False,0,1,1,0,0,0
245,False,Частный преподаватель,21.0,6.0,16.0,5.0,5.0,Дистанционно,Английский язык,781.6666666666666,True,0,1,1,0,0,0
246,True,Частный преподаватель,5.0,1.0,14.0,5.0,4.0,Дистанционно,Английский язык,1225.0,False,0,1,1,0,0,0
247,True,Частный преподаватель,40.0,7.0,10.0,5.0,5.0,Дистанционно,Английский язык,2897.222222222222,False,0,1,1,0,0,1
248,True,Частный преподаватель,23.0,6.0,12.0,5.0,2.0,У репетитора,Английский язык,1700.0,False,0,1,1,0,0,0
249,True,Частный преподаватель,15.0,2.0,7.0,5.0,4.0,Дистанционно,Английский язык,3300.0,True,0,1,1,0,0,0
250,True,Студент,9.0,3.0,11.0,5.0,4.0,Дистанционно,Английский язык,1500.0,False,0,1,1,0,0,0
251,True,Частный преподаватель,5.0,1.0,19.0,5.0,2.0,Дистанционно,Английский язык,1500.0,False,0,1,1,0,0,0
252,True,Частный преподаватель,6.0,1.0,7.0,5.0,2.0,Дистанционно,Английский язык,1200.0,True,0,1,1,0,0,0
253,True,Студент,7.0,6.0,6.0,5.0,2.0,Дистанционно,Английский язык,1700.0,False,0,1,1,0,0,0
254,False,Частный преподаватель,20.0,6.0,6.0,5.0,4.0,У репетитора,Английский язык,3475.0,True,1,1,1,0,0,0
255,False,Аспирант или ординатор очной формы обучения,14.0,3.0,7.0,5.0,4.0,Дистанционно,Английский язык,1679.1666666666667,False,1,1,1,0,0,0
256,True,Студент,9.0,3.0,10.0,5.0,4.0,Дистанционно,Английский язык,1562.5,False,0,1,1,0,0,0
257,True,Студент,6.0,3.0,4.0,5.0,2.0,Дистанционно,Английский язык,3600.0,False,1,1,1,0,0,0
258,True,Частный преподаватель,6.0,1.0,5.0,5.0,4.0,Дистанционно,Английский язык,1900.0,True,0,1,1,0,0,0
259,True,Частный преподаватель,24.0,0.9166666666666666,11.0,5.0,2.0,Дистанционно,Английский язык,1000.0,False,0,1,1,0,0,0
260,True,Частный преподаватель,7.0,0.75,4.0,5.0,2.0,Дистанционно,Английский язык,969.4444444444443,False,0,1,1,0,0,0
261,True,Частный преподаватель,10.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,Английский язык,1237.5,False,0,1,1,0,0,0
262,True,Частный преподаватель,9.0,0.25,4.0,5.0,4.0,Дистанционно,Английский язык,1500.0,False,0,1,1,0,0,0
263,True,Преподаватель университета или колледжа,9.0,1.0,6.0,5.0,2.0,У репетитора,Английский язык,1400.0,False,0,1,1,0,0,0
264,False,Частный преподаватель,22.0,4.0,21.0,5.0,7.0,Дистанционно,Английский язык,2500.0,True,0,1,1,0,0,0
265,True,Частный преподаватель,9.0,0.25,2.0,5.0,1.0,У репетитора,Английский язык,771.4285714285714,False,0,1,1,0,0,0
266,False,Частный преподаватель,13.0,1.0,2.0,5.0,1.0,У репетитора,Английский язык,10000.0,False,0,1,1,0,0,0
267,False,Преподаватель университета или колледжа,16.0,4.0,4.0,5.0,3.0,У репетитора,Английский язык,7200.0,False,0,1,1,0,0,0
268,True,Частный преподаватель,15.0,4.0,9.0,5.0,3.0,У репетитора,Английский язык,1500.0,True,0,1,1,0,0,0
269,True,Частный преподаватель,34.0,1.0,4.0,5.0,1.0,У репетитора,Английский язык,2000.0,True,0,1,1,0,0,1
270,True,Школьный преподаватель,12.0,5.0,17.0,5.0,8.0,Дистанционно,Биология,2610.0,False,0,1,0,1,0,0
271,False,Частный преподаватель,7.0,2.0,21.0,5.0,9.0,Дистанционно,Биология,1800.0,False,0,1,0,1,0,0
272,True,Частный преподаватель,7.0,4.0,34.0,5.0,9.0,Дистанционно,Биология,1266.6666666666667,False,0,1,0,1,0,0
273,False,Студент,5.0,3.0,21.0,5.0,8.0,Дистанционно,Биология,1500.0,False,0,1,0,1,0,0
274,False,Частный преподаватель,7.0,4.0,52.0,5.0,8.0,Дистанционно,Биология,2000.0,False,0,1,0,1,0,0
275,True,Частный преподаватель,12.0,4.0,13.0,5.0,4.0,Дистанционно,Биология,3200.0,False,1,1,0,1,0,0
276,False,Школьный преподаватель,31.0,2.0,5.0,5.0,5.0,Дистанционно,Биология,1500.0,False,0,1,0,1,0,1
277,False,Преподаватель университета или колледжа,14.0,2.0,15.0,5.0,4.0,Дистанционно,Биология,1500.0,False,0,1,0,1,0,0
278,True,Частный преподаватель,13.0,6.0,8.0,5.0,4.0,У репетитора,Биология,2000.0,False,0,1,0,1,0,0
279,True,Частный преподаватель,10.0,5.0,3.0,5.0,1.0,Дистанционно,Биология,2833.333333333333,False,1,1,0,1,0,0
280,True,Аспирант или ординатор очной формы обучения,8.0,7.0,45.0,5.0,13.0,Дистанционно,Биология,2500.0,False,0,1,0,1,0,0
281,False,Преподаватель университета или колледжа,20.0,0.75,7.0,4.951735074626866,0.0,Дистанционно,Биология,1083.3333333333333,False,0,1,0,1,0,0
282,False,Студент,3.0,1.0,7.0,4.67,3.0,Дистанционно,Биология,1133.3333333333333,False,0,1,0,1,0,0
283,True,Школьный преподаватель,16.0,0.0,1.0,4.951735074626866,0.0,Дистанционно,Биология,1562.5,False,0,1,0,1,0,0
284,True,Частный преподаватель,12.0,6.0,6.0,5.0,3.0,У ученика,Биология,3000.0,False,0,1,0,1,0,0
285,False,Школьный преподаватель,3.0,2.0,14.0,5.0,3.0,Дистанционно,Биология,1400.0,True,0,1,0,1,0,0
286,True,Частный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,3906.25,True,0,1,0,1,0,0
287,True,Частный преподаватель,32.0,3.0,6.0,5.0,2.0,Дистанционно,Биология,4210.9375,False,0,1,0,1,0,1
288,False,Преподаватель университета или колледжа,7.0,1.0,8.0,5.0,1.0,У репетитора,Биология,1500.0,False,0,1,0,1,0,0
289,True,Частный преподаватель,7.0,4.0,10.0,5.0,2.0,Дистанционно,Биология,1500.0,False,1,1,0,1,0,0
290,True,Аспирант или ординатор очной формы обучения,10.0,6.0,9.0,5.0,1.0,Дистанционно,Биология,2550.0,False,1,1,0,1,0,0
291,False,Частный преподаватель,6.0,3.0,15.0,5.0,1.0,Дистанционно,Биология,3100.0,False,0,1,0,1,0,0
292,True,Школьный преподаватель,14.0,3.0,2.0,5.0,1.0,Дистанционно,Биология,5900.0,False,1,1,0,1,0,0
293,True,Преподаватель университета или колледжа,17.0,2.0,3.0,5.0,1.0,Дистанционно,Биология,1500.0,True,0,1,0,1,0,0
294,False,Студент,3.0,2.0,4.0,5.0,1.0,Дистанционно,Биология,2075.0,False,0,1,0,1,0,0
295,False,Студент,2.0,2.0,6.0,5.0,1.0,Дистанционно,Биология,1050.0,False,1,1,0,1,0,0
296,False,Студент,3.0,2.0,1.0,5.0,1.0,У репетитора,Биология,1000.0,False,0,1,0,1,0,0
297,False,Частный преподаватель,32.0,1.0,29.0,5.0,4.0,У репетитора,Биология,1933.3333333333333,False,0,1,0,1,0,1
298,False,Частный преподаватель,9.0,0.5833333333333334,1.0,4.951735074626866,0.0,У репетитора,Биология,1585.0,False,0,1,0,1,0,0
299,True,Частный преподаватель,22.0,4.0,8.0,5.0,2.0,Дистанционно,Биология,3050.0,False,0,1,0,1,0,0
300,True,Студент,4.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Биология,1920.0,False,1,1,0,1,0,0
301,False,Школьный преподаватель,37.0,0.75,4.0,4.951735074626866,0.0,Дистанционно,Биология,1987.5,False,0,1,0,1,0,1
302,True,Школьный преподаватель,14.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Биология,800.0,False,0,1,0,1,0,0
303,False,Преподаватель университета или колледжа,15.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,3850.0,False,0,1,0,1,0,0
304,True,Частный преподаватель,19.0,3.0,1.0,4.951735074626866,0.0,Дистанционно,Биология,1590.0,False,0,1,0,1,0,0
305,False,Частный преподаватель,39.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,Биология,1200.0,False,0,1,0,1,0,1
306,True,Частный преподаватель,13.0,3.0,4.0,4.951735074626866,0.0,Дистанционно,Биология,3875.0,False,0,1,0,1,0,0
307,False,Частный преподаватель,35.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Биология,2250.0,False,0,1,0,1,0,1
308,False,Преподаватель университета или колледжа,18.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,650.0,False,0,1,0,1,0,0
309,False,Частный преподаватель,16.0,2.0,2.0,4.951735074626866,0.0,Дистанционно,Биология,4428.571428571428,False,0,1,0,1,0,0
310,False,Школьный преподаватель,13.0,2.0,1.0,4.951735074626866,0.0,Дистанционно,Биология,3000.0,False,0,1,0,1,0,0
311,False,Школьный преподаватель,15.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Биология,3375.0,False,0,1,0,1,0,0
312,False,Аспирант или ординатор очной формы обучения,7.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Биология,1300.0,True,0,1,0,1,0,0
313,False,Частный преподаватель,26.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Биология,1000.0,False,0,1,0,1,0,0
314,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,775.0,False,0,1,0,1,0,0
315,False,Частный преподаватель,4.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,2250.0,False,0,1,0,1,0,0
316,False,Студент,2.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,1500.0,False,0,1,0,1,0,0
317,True,Частный преподаватель,2.0,0.9166666666666666,0.0,4.951735074626866,0.0,У репетитора,Биология,500.0,False,0,1,0,1,0,0
318,False,Частный преподаватель,7.0,0.9166666666666666,0.0,4.951735074626866,0.0,У репетитора,Биология,2112.5,False,0,1,0,1,0,0
319,False,Частный преподаватель,6.0,0.8333333333333334,1.0,4.951735074626866,0.0,Дистанционно,Биология,1150.0,False,0,1,0,1,0,0
320,False,Частный преподаватель,6.0,0.4166666666666667,0.0,4.951735074626866,0.0,У репетитора,Биология,1512.5,False,0,1,0,1,0,0
321,False,Преподаватель университета или колледжа,22.0,0.4166666666666667,0.0,4.951735074626866,0.0,У репетитора,Биология,1040.0,False,0,1,0,1,0,0
322,True,Школьный преподаватель,15.0,0.3333333333333333,0.0,4.951735074626866,0.0,У репетитора,Биология,1800.0,False,0,1,0,1,0,0
323,False,Частный преподаватель,7.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Биология,1650.0,False,0,1,0,1,0,0
324,False,Частный преподаватель,4.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,3450.0,False,0,1,0,1,0,0
325,True,Частный преподаватель,1.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,1037.5,False,1,1,0,1,0,0
326,True,Школьный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,2518.75,True,1,1,0,1,0,0
327,True,Студент,2.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,1725.0,False,0,1,0,1,0,0
328,False,Частный преподаватель,1.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Биология,1950.0,False,0,1,0,1,0,0
330,False,Частный преподаватель,5.0,1.0,10.0,5.0,1.0,У ученика,Биология,1033.3333333333333,False,0,1,0,1,0,0
331,False,Школьный преподаватель,11.0,5.0,1.0,4.951735074626866,0.0,У репетитора,Биология,1000.0,False,1,1,0,1,0,0
332,False,Частный преподаватель,17.0,3.0,13.0,4.951735074626866,0.0,У репетитора,Биология,1000.0,False,0,1,0,1,0,0
334,False,Частный преподаватель,22.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Биология,1666.6666666666667,False,0,1,0,1,0,0
335,True,Школьный преподаватель,36.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,Биология,2275.0,True,0,1,0,1,0,1
336,False,Частный преподаватель,17.0,1.0,3.0,4.951735074626866,0.0,Дистанционно,Биология,1600.0,False,0,1,0,1,0,0
337,True,Школьный преподаватель,26.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,2500.0,False,0,1,0,1,0,0
338,False,Студент,3.0,0.75,0.0,4.951735074626866,0.0,У ученика,Биология,1400.0,False,0,1,0,1,0,0
339,True,Преподаватель университета или колледжа,18.0,2.0,4.0,4.951735074626866,0.0,У ученика,Биология,5000.0,False,0,1,0,1,0,0
340,True,Частный преподаватель,8.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Биология,1500.0,False,0,1,0,1,0,0
341,False,Школьный преподаватель,6.0,0.9166666666666666,0.0,4.951735074626866,0.0,Дистанционно,Биология,3683.3333333333335,False,0,1,0,1,0,0
342,False,Частный преподаватель,6.0,0.8333333333333334,0.0,4.951735074626866,0.0,У репетитора,Биология,2000.0,False,0,1,0,1,0,0
343,False,Студент,3.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Биология,1400.0,False,1,1,0,1,0,0
344,True,Школьный преподаватель,25.0,3.0,12.0,5.0,3.0,Дистанционно,Биология,1750.0,False,0,1,0,1,0,0
345,False,Студент,1.0,0.5833333333333334,1.0,4.951735074626866,0.0,У ученика,Биология,1300.0,False,0,1,0,1,0,0
346,False,Преподаватель университета или колледжа,18.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,620.0,False,0,1,0,1,0,0
347,False,Частный преподаватель,7.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Биология,2000.0,False,0,1,0,1,0,0
348,False,Частный преподаватель,16.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,3750.0,False,1,1,0,1,0,0
349,False,Частный преподаватель,7.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Биология,900.0,False,0,1,0,1,0,0
350,True,Школьный преподаватель,42.0,0.6666666666666666,0.0,4.951735074626866,0.0,У репетитора,Биология,1000.0,False,0,1,0,1,0,1
351,False,Преподаватель университета или колледжа,31.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Биология,6000.0,False,0,1,0,1,0,1
352,False,Студент,2.0,0.5,1.0,4.951735074626866,0.0,Дистанционно,Биология,1437.5,False,0,1,0,1,0,0
353,False,Частный преподаватель,6.0,1.0,3.0,4.951735074626866,0.0,Дистанционно,Биология,2662.5,False,0,1,0,1,0,0
354,False,Частный преподаватель,44.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Биология,1200.0,False,0,1,0,1,0,1
355,False,Студент,3.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,Биология,1125.0,False,0,1,0,1,0,0
356,True,Частный преподаватель,30.0,3.0,1.0,4.951735074626866,0.0,Дистанционно,Биология,6000.0,False,0,1,0,1,0,1
357,False,Студент,9.0,7.0,0.0,4.951735074626866,0.0,У ученика,Биология,700.0,False,0,1,0,1,0,0
358,False,Школьный преподаватель,11.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Биология,750.0,False,0,1,0,1,0,0
359,True,Частный преподаватель,7.0,6.0,0.0,4.951735074626866,0.0,Дистанционно,Биология,1000.0,False,0,1,0,1,0,0
360,True,Школьный преподаватель,11.0,5.0,69.0,4.93,29.0,Дистанционно,Обществознание,2000.0,False,0,1,1,0,0,0
361,True,Частный преподаватель,15.0,7.0,42.0,5.0,22.0,У репетитора,Обществознание,3000.0,False,0,1,1,0,0,0
362,True,Частный преподаватель,9.0,5.0,29.0,5.0,15.0,Дистанционно,Обществознание,3916.6666666666665,False,0,1,1,0,0,0
363,True,Школьный преподаватель,9.0,5.0,29.0,5.0,13.0,У репетитора,Обществознание,4062.5,True,0,1,1,0,0,0
364,True,Частный преподаватель,35.0,2.0,16.0,5.0,10.0,Дистанционно,Обществознание,1500.0,False,0,1,1,0,0,1
365,True,Аспирант или ординатор очной формы обучения,8.0,5.0,42.0,4.84,19.0,У репетитора,Обществознание,8666.666666666666,False,0,1,1,0,0,0
366,True,Аспирант или ординатор очной формы обучения,12.0,4.0,71.0,5.0,18.0,Дистанционно,Обществознание,3000.0,False,1,1,1,0,0,0
367,True,Частный преподаватель,4.0,3.0,70.0,5.0,9.0,Дистанционно,Обществознание,2013.888888888889,False,0,1,1,0,0,0
368,False,Частный преподаватель,6.0,1.0,24.0,5.0,8.0,Дистанционно,Обществознание,3071.428571428572,False,0,1,1,0,0,0
369,True,Школьный преподаватель,11.0,1.0,19.0,5.0,7.0,Дистанционно,Обществознание,2166.6666666666665,False,0,1,1,0,0,0
370,False,Преподаватель университета или колледжа,19.0,6.0,14.0,5.0,7.0,Дистанционно,Обществознание,4000.0,False,0,1,1,0,0,0
371,True,Частный преподаватель,11.0,5.0,21.0,5.0,4.0,Дистанционно,Обществознание,2316.6666666666665,False,0,1,1,0,0,0
372,True,Аспирант или ординатор очной формы обучения,6.0,2.0,14.0,5.0,4.0,Дистанционно,Обществознание,2875.0,True,0,1,1,0,0,0
373,True,Студент,6.0,4.0,18.0,5.0,12.0,У репетитора,Обществознание,3250.0,False,1,1,1,0,0,0
374,False,Школьный преподаватель,14.0,5.0,14.0,5.0,7.0,Дистанционно,Обществознание,3450.0,False,0,1,1,0,0,0
375,True,Частный преподаватель,7.0,3.0,6.0,5.0,4.0,Дистанционно,Обществознание,4500.0,False,1,1,1,0,0,0
376,True,Преподаватель университета или колледжа,10.0,7.0,16.0,5.0,2.0,Дистанционно,Обществознание,2000.0,False,0,1,1,0,0,0
377,True,Преподаватель университета или колледжа,13.0,1.0,14.0,5.0,3.0,У репетитора,Обществознание,700.0,False,1,1,1,0,0,0
378,False,Студент,4.0,3.0,12.0,5.0,3.0,Дистанционно,Обществознание,1500.0,False,1,1,1,0,0,0
379,False,Школьный преподаватель,11.0,1.0,6.0,5.0,2.0,Дистанционно,Обществознание,2337.5,False,0,1,1,0,0,0
380,True,Школьный преподаватель,19.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,2985.0,False,0,1,1,0,0,0
381,True,Преподаватель университета или колледжа,24.0,1.0,2.0,5.0,2.0,Дистанционно,Обществознание,2500.0,True,0,1,1,0,0,0
382,True,Частный преподаватель,8.0,7.0,2.0,4.951735074626866,0.0,Дистанционно,Обществознание,2433.333333333333,True,0,1,1,0,0,0
383,False,Частный преподаватель,2.0,0.75,5.0,5.0,1.0,Дистанционно,Обществознание,1950.0,False,0,1,1,0,0,0
384,True,Школьный преподаватель,6.0,0.6666666666666666,10.0,5.0,2.0,У репетитора,Обществознание,2733.333333333333,False,1,1,1,0,0,0
385,False,Частный преподаватель,14.0,3.0,5.0,5.0,1.0,У ученика,Обществознание,2100.0,True,0,1,1,0,0,0
386,False,Школьный преподаватель,32.0,6.0,31.0,5.0,5.0,У ученика,Обществознание,3700.0,False,0,1,1,0,0,1
387,True,Школьный преподаватель,41.0,6.0,10.0,5.0,2.0,У ученика,Обществознание,6000.0,False,0,1,1,0,0,1
388,True,Студент,2.0,1.0,3.0,5.0,1.0,Дистанционно,Обществознание,2562.5,False,0,1,1,0,0,0
389,True,Школьный преподаватель,3.0,1.0,1.0,5.0,1.0,Дистанционно,Обществознание,933.3333333333334,False,0,1,1,0,0,0
390,False,Студент,1.0,0.5,2.0,5.0,1.0,У ученика,Обществознание,1600.0,False,0,1,1,0,0,0
391,False,Преподаватель университета или колледжа,8.0,3.0,4.0,5.0,1.0,У репетитора,Обществознание,4500.0,False,0,1,1,0,0,0
392,False,Школьный преподаватель,14.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1250.0,False,0,1,1,0,0,0
393,False,Частный преподаватель,15.0,0.1666666666666666,1.0,4.951735074626866,0.0,У репетитора,Обществознание,2875.0,False,0,1,1,0,0,0
394,True,Студент,1.0,0.5833333333333334,5.0,4.951735074626866,0.0,Дистанционно,Обществознание,900.0,False,0,1,1,0,0,0
395,False,Частный преподаватель,13.0,3.0,6.0,4.951735074626866,0.0,Дистанционно,Обществознание,2250.0,False,1,1,1,0,0,0
396,True,Школьный преподаватель,23.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1500.0,False,0,1,1,0,0,0
397,False,Студент,3.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,800.0,False,0,1,1,0,0,0
398,True,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,1500.0,False,0,1,1,0,0,0
399,True,Преподаватель университета или колледжа,8.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,1500.0,True,0,1,1,0,0,0
400,True,Частный преподаватель,37.0,4.0,3.0,4.951735074626866,0.0,Дистанционно,Обществознание,2400.0,False,0,1,1,0,0,1
401,True,Школьный преподаватель,6.0,1.0,2.0,4.951735074626866,0.0,Дистанционно,Обществознание,2250.0,False,0,1,1,0,0,0
402,False,Школьный преподаватель,34.0,3.0,13.0,5.0,5.0,Дистанционно,Обществознание,1000.0,True,0,1,1,0,0,1
403,False,Частный преподаватель,6.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1300.0,False,0,1,1,0,0,0
404,True,Частный преподаватель,10.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1500.0,False,0,1,1,0,0,0
405,False,Частный преподаватель,15.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,6000.0,False,0,1,1,0,0,0
406,False,Преподаватель университета или колледжа,35.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1500.0,False,0,1,1,0,0,1
407,False,Студент,6.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1150.0,False,0,1,1,0,0,0
408,False,Частный преподаватель,8.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,1500.0,False,0,1,1,0,0,0
409,False,Школьный преподаватель,25.0,5.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,950.0,False,0,1,1,0,0,0
410,True,Частный преподаватель,2.0,1.0,0.0,4.951735074626866,0.0,У ученика,Обществознание,1625.0,False,0,1,1,0,0,0
411,False,Частный преподаватель,3.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Обществознание,2000.0,False,0,1,1,0,0,0
412,True,Частный преподаватель,27.0,1.0,3.0,4.951735074626866,0.0,Дистанционно,Обществознание,2000.0,False,0,1,1,0,0,1
413,False,Частный преподаватель,28.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1050.0,False,0,1,1,0,0,1
414,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,2387.5,False,0,1,1,0,0,0
415,False,Частный преподаватель,43.0,1.0,2.0,5.0,2.0,У репетитора,Обществознание,3750.0,False,1,1,1,0,0,1
416,False,Частный преподаватель,13.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,1500.0,False,0,1,1,0,0,0
417,False,Школьный преподаватель,25.0,0.8333333333333334,0.0,4.951735074626866,0.0,Дистанционно,Обществознание,700.0,False,0,1,1,0,0,0
