,Личность подтверждена,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж,Статус_Аспирант или ординатор очной формы обучения,Статус_Преподаватель университета или колледжа,Статус_Студент,Статус_Частный преподаватель,Статус_Школьный преподаватель,Формат обучения_Дистанционно,Формат обучения_У репетитора,Формат обучения_У ученика,Предмет_Английский язык,Предмет_Биология,Предмет_География,Предмет_Информатика,Предмет_Испанский язык,Предмет_Логопед,Предмет_Математика,Предмет_Музыка,Предмет_Обществознание,Предмет_Русский язык,Предмет_Физика,Предмет_Химия,Предмет_Экономика,Стаж^2,На сайте^2,Заказы в работе^2,Оценка^2,Количество отзывов^2,Стаж * На сайте,Стаж * Заказы в работе,Стаж * Оценка,Стаж * Количество отзывов,На сайте * Заказы в работе,На сайте * Оценка,На сайте * Количество отзывов,Заказы в работе * Оценка,Заказы в работе * Количество отзывов,Оценка * Количество отзывов,Стаж^2 * На сайте,Стаж^2 * Заказы в работе,Стаж^2 * Оценка,Стаж^2 * Количество отзывов,На сайте^2 * Стаж,На сайте^2 * Заказы в работе,На сайте^2 * Оценка,На сайте^2 * Количество отзывов,Заказы в работе^2 * Стаж,Заказы в работе^2 * На сайте,Заказы в работе^2 * Оценка,Заказы в работе^2 * Количество отзывов,Оценка^2 * Стаж,Оценка^2 * На сайте,Оценка^2 * Заказы в работе,Оценка^2 * Количество отзывов,Количество отзывов^2 * Стаж,Количество отзывов^2 * На сайте,Количество отзывов^2 * Заказы в работе,Количество отзывов^2 * Оценка
128,1.0,6.0,2.0,33.0,5.0,4.0,2300.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,1089.0,25.0,16.0,12.0,198.0,30.0,24.0,66.0,10.0,8.0,165.0,132.0,20.0,72.0,1188.0,180.0,144.0,24.0,132.0,20.0,16.0,6534.0,2178.0,5445.0,4356.0,150.0,50.0,825.0,100.0,96.0,32.0,528.0,80.0
129,1.0,2.0,1.0,15.0,5.0,6.0,2310.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,225.0,25.0,36.0,2.0,30.0,10.0,12.0,15.0,5.0,6.0,75.0,90.0,30.0,4.0,60.0,20.0,24.0,2.0,15.0,5.0,6.0,450.0,225.0,1125.0,1350.0,50.0,25.0,375.0,150.0,72.0,36.0,540.0,180.0
130,1.0,5.0,1.0,10.0,5.0,5.0,574.625,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,100.0,25.0,25.0,5.0,50.0,25.0,25.0,10.0,5.0,5.0,50.0,50.0,25.0,25.0,250.0,125.0,125.0,5.0,10.0,5.0,5.0,500.0,100.0,500.0,500.0,125.0,25.0,250.0,125.0,125.0,25.0,250.0,125.0
131,1.0,5.0,2.0,39.0,5.0,5.0,900.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,1521.0,25.0,25.0,10.0,195.0,25.0,25.0,78.0,10.0,10.0,195.0,195.0,25.0,50.0,975.0,125.0,125.0,20.0,156.0,20.0,20.0,7605.0,3042.0,7605.0,7605.0,125.0,50.0,975.0,125.0,125.0,50.0,975.0,125.0
132,0.0,5.0,4.0,18.0,5.0,5.0,10250.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,324.0,25.0,25.0,20.0,90.0,25.0,25.0,72.0,20.0,20.0,90.0,90.0,25.0,100.0,450.0,125.0,125.0,80.0,288.0,80.0,80.0,1620.0,1296.0,1620.0,1620.0,125.0,100.0,450.0,125.0,125.0,100.0,450.0,125.0
133,0.0,22.0,2.0,13.0,5.0,6.0,1500.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,4.0,169.0,25.0,36.0,44.0,286.0,110.0,132.0,26.0,10.0,12.0,65.0,78.0,30.0,968.0,6292.0,2420.0,2904.0,88.0,52.0,20.0,24.0,3718.0,338.0,845.0,1014.0,550.0,50.0,325.0,150.0,792.0,72.0,468.0,180.0
134,0.0,11.0,3.0,27.0,5.0,3.0,1708.3333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,9.0,729.0,25.0,9.0,33.0,297.0,55.0,33.0,81.0,15.0,9.0,135.0,81.0,15.0,363.0,3267.0,605.0,363.0,99.0,243.0,45.0,27.0,8019.0,2187.0,3645.0,2187.0,275.0,75.0,675.0,75.0,99.0,27.0,243.0,45.0
135,1.0,3.0,1.0,15.0,5.0,5.0,2000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,225.0,25.0,25.0,3.0,45.0,15.0,15.0,15.0,5.0,5.0,75.0,75.0,25.0,9.0,135.0,45.0,45.0,3.0,15.0,5.0,5.0,675.0,225.0,1125.0,1125.0,75.0,25.0,375.0,125.0,75.0,25.0,375.0,125.0
136,1.0,14.0,3.0,16.0,5.0,3.0,1487.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,9.0,256.0,25.0,9.0,42.0,224.0,70.0,42.0,48.0,15.0,9.0,80.0,48.0,15.0,588.0,3136.0,980.0,588.0,126.0,144.0,45.0,27.0,3584.0,768.0,1280.0,768.0,350.0,75.0,400.0,75.0,126.0,27.0,144.0,45.0
137,1.0,10.0,2.0,40.0,5.0,5.0,1000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,1600.0,25.0,25.0,20.0,400.0,50.0,50.0,80.0,10.0,10.0,200.0,200.0,25.0,200.0,4000.0,500.0,500.0,40.0,160.0,20.0,20.0,16000.0,3200.0,8000.0,8000.0,250.0,50.0,1000.0,125.0,250.0,50.0,1000.0,125.0
138,0.0,2.0,1.0,23.0,5.0,5.0,1333.3333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,529.0,25.0,25.0,2.0,46.0,10.0,10.0,23.0,5.0,5.0,115.0,115.0,25.0,4.0,92.0,20.0,20.0,2.0,23.0,5.0,5.0,1058.0,529.0,2645.0,2645.0,50.0,25.0,575.0,125.0,50.0,25.0,575.0,125.0
139,0.0,3.0,1.0,35.0,5.0,6.0,1000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1225.0,25.0,36.0,3.0,105.0,15.0,18.0,35.0,5.0,6.0,175.0,210.0,30.0,9.0,315.0,45.0,54.0,3.0,35.0,5.0,6.0,3675.0,1225.0,6125.0,7350.0,75.0,25.0,875.0,150.0,108.0,36.0,1260.0,180.0
140,1.0,36.0,0.75,2.0,4.951179775280899,0.0,1875.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.5625,4.0,24.51418116715061,0.0,27.0,72.0,178.24247191011236,0.0,1.5,3.713384831460674,0.0,9.902359550561798,0.0,0.0,972.0,2592.0,6416.7289887640445,0.0,20.25,1.125,2.7850386235955056,0.0,144.0,3.0,19.804719101123595,0.0,882.510522017422,18.385635875362958,49.02836233430122,0.0,0.0,0.0,0.0,0.0
141,0.0,14.0,3.0,14.0,5.0,4.0,2250.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,9.0,196.0,25.0,16.0,42.0,196.0,70.0,56.0,42.0,15.0,12.0,70.0,56.0,20.0,588.0,2744.0,980.0,784.0,126.0,126.0,45.0,36.0,2744.0,588.0,980.0,784.0,350.0,75.0,350.0,100.0,224.0,48.0,224.0,80.0
142,1.0,3.0,1.0,11.0,5.0,4.0,916.6666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,121.0,25.0,16.0,3.0,33.0,15.0,12.0,11.0,5.0,4.0,55.0,44.0,20.0,9.0,99.0,45.0,36.0,3.0,11.0,5.0,4.0,363.0,121.0,605.0,484.0,75.0,25.0,275.0,100.0,48.0,16.0,176.0,80.0
143,0.0,11.0,6.0,59.0,5.0,16.0,2375.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,36.0,3481.0,25.0,256.0,66.0,649.0,55.0,176.0,354.0,30.0,96.0,295.0,944.0,80.0,726.0,7139.0,605.0,1936.0,396.0,2124.0,180.0,576.0,38291.0,20886.0,17405.0,55696.0,275.0,150.0,1475.0,400.0,2816.0,1536.0,15104.0,1280.0
144,1.0,4.0,1.0,20.0,5.0,4.0,2416.6666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,400.0,25.0,16.0,4.0,80.0,20.0,16.0,20.0,5.0,4.0,100.0,80.0,20.0,16.0,320.0,80.0,64.0,4.0,20.0,5.0,4.0,1600.0,400.0,2000.0,1600.0,100.0,25.0,500.0,100.0,64.0,16.0,320.0,80.0
145,1.0,15.0,5.0,4.0,5.0,4.0,4000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,25.0,16.0,25.0,16.0,75.0,60.0,75.0,60.0,20.0,25.0,20.0,20.0,16.0,20.0,1125.0,900.0,1125.0,900.0,375.0,100.0,125.0,100.0,240.0,80.0,80.0,64.0,375.0,125.0,100.0,100.0,240.0,80.0,64.0,80.0
146,1.0,8.0,3.0,5.0,5.0,2.0,4500.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,9.0,25.0,25.0,4.0,24.0,40.0,40.0,16.0,15.0,15.0,6.0,25.0,10.0,10.0,192.0,320.0,320.0,128.0,72.0,45.0,45.0,18.0,200.0,75.0,125.0,50.0,200.0,75.0,125.0,50.0,32.0,12.0,20.0,20.0
147,0.0,16.0,0.9166666666666666,13.0,5.0,4.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.8402777777777777,169.0,25.0,16.0,14.666666666666666,208.0,80.0,64.0,11.916666666666666,4.583333333333333,3.6666666666666665,65.0,52.0,20.0,234.66666666666666,3328.0,1280.0,1024.0,13.444444444444443,10.92361111111111,4.201388888888888,3.3611111111111107,2704.0,154.91666666666666,845.0,676.0,400.0,22.916666666666664,325.0,100.0,256.0,14.666666666666666,208.0,80.0
148,0.0,2.0,1.0,23.0,5.0,5.0,1000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,529.0,25.0,25.0,2.0,46.0,10.0,10.0,23.0,5.0,5.0,115.0,115.0,25.0,4.0,92.0,20.0,20.0,2.0,23.0,5.0,5.0,1058.0,529.0,2645.0,2645.0,50.0,25.0,575.0,125.0,50.0,25.0,575.0,125.0
149,1.0,12.0,2.0,12.0,5.0,3.0,4000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,4.0,144.0,25.0,9.0,24.0,144.0,60.0,36.0,24.0,10.0,6.0,60.0,36.0,15.0,288.0,1728.0,720.0,432.0,48.0,48.0,20.0,12.0,1728.0,288.0,720.0,432.0,300.0,50.0,300.0,75.0,108.0,18.0,108.0,45.0
150,0.0,4.0,2.0,10.0,5.0,3.0,1500.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,100.0,25.0,9.0,8.0,40.0,20.0,12.0,20.0,10.0,6.0,50.0,30.0,15.0,32.0,160.0,80.0,48.0,16.0,40.0,20.0,12.0,400.0,200.0,500.0,300.0,100.0,50.0,250.0,75.0,36.0,18.0,90.0,45.0
151,1.0,12.0,1.0,5.0,5.0,1.0,4875.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1.0,25.0,25.0,1.0,12.0,60.0,60.0,12.0,5.0,5.0,1.0,25.0,5.0,5.0,144.0,720.0,720.0,144.0,12.0,5.0,5.0,1.0,300.0,25.0,125.0,25.0,300.0,25.0,125.0,25.0,12.0,1.0,5.0,5.0
152,1.0,21.0,6.0,7.0,5.0,1.0,3000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,36.0,49.0,25.0,1.0,126.0,147.0,105.0,21.0,42.0,30.0,6.0,35.0,7.0,5.0,2646.0,3087.0,2205.0,441.0,756.0,252.0,180.0,36.0,1029.0,294.0,245.0,49.0,525.0,150.0,175.0,25.0,21.0,6.0,7.0,5.0
153,1.0,45.0,5.0,9.0,5.0,3.0,2250.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,25.0,81.0,25.0,9.0,225.0,405.0,225.0,135.0,45.0,25.0,15.0,45.0,27.0,15.0,10125.0,18225.0,10125.0,6075.0,1125.0,225.0,125.0,75.0,3645.0,405.0,405.0,243.0,1125.0,125.0,225.0,75.0,405.0,45.0,81.0,45.0
154,1.0,44.0,3.0,4.0,5.0,3.0,1500.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,9.0,16.0,25.0,9.0,132.0,176.0,220.0,132.0,12.0,15.0,9.0,20.0,12.0,15.0,5808.0,7744.0,9680.0,5808.0,396.0,36.0,45.0,27.0,704.0,48.0,80.0,48.0,1100.0,75.0,100.0,75.0,396.0,27.0,36.0,45.0
155,0.0,3.0,1.0,13.0,5.0,9.0,4062.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,169.0,25.0,81.0,3.0,39.0,15.0,27.0,13.0,5.0,9.0,65.0,117.0,45.0,9.0,117.0,45.0,81.0,3.0,13.0,5.0,9.0,507.0,169.0,845.0,1521.0,75.0,25.0,325.0,225.0,243.0,81.0,1053.0,405.0
156,1.0,6.0,4.0,13.0,5.0,3.0,1500.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,169.0,25.0,9.0,24.0,78.0,30.0,18.0,52.0,20.0,12.0,65.0,39.0,15.0,144.0,468.0,180.0,108.0,96.0,208.0,80.0,48.0,1014.0,676.0,845.0,507.0,150.0,100.0,325.0,75.0,54.0,36.0,117.0,45.0
157,1.0,6.0,2.0,3.0,5.0,1.0,1100.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,9.0,25.0,1.0,12.0,18.0,30.0,6.0,6.0,10.0,2.0,15.0,3.0,5.0,72.0,108.0,180.0,36.0,24.0,12.0,20.0,4.0,54.0,18.0,45.0,9.0,150.0,50.0,75.0,25.0,6.0,2.0,3.0,5.0
158,1.0,7.0,0.6666666666666666,12.0,5.0,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.4444444444444444,144.0,25.0,1.0,4.666666666666666,84.0,35.0,7.0,8.0,3.333333333333333,0.6666666666666666,60.0,12.0,5.0,32.666666666666664,588.0,245.0,49.0,3.1111111111111107,5.333333333333333,2.2222222222222223,0.4444444444444444,1008.0,96.0,720.0,144.0,175.0,16.666666666666664,300.0,25.0,7.0,0.6666666666666666,12.0,5.0
159,1.0,4.0,0.6666666666666666,9.0,5.0,2.0,2500.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.4444444444444444,81.0,25.0,4.0,2.6666666666666665,36.0,20.0,8.0,6.0,3.333333333333333,1.3333333333333333,45.0,18.0,10.0,10.666666666666666,144.0,80.0,32.0,1.7777777777777777,4.0,2.2222222222222223,0.8888888888888888,324.0,54.0,405.0,162.0,100.0,16.666666666666664,225.0,50.0,16.0,2.6666666666666665,36.0,20.0
160,1.0,4.0,3.0,53.0,4.8,11.0,2416.6666666666665,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,2809.0,23.04,121.0,12.0,212.0,19.2,44.0,159.0,14.399999999999999,33.0,254.39999999999998,583.0,52.8,48.0,848.0,76.8,176.0,36.0,477.0,43.199999999999996,99.0,11236.0,8427.0,13483.199999999999,30899.0,92.16,69.12,1221.12,253.44,484.0,363.0,6413.0,580.8
161,0.0,27.0,2.0,6.0,5.0,3.0,2666.6666666666665,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,4.0,36.0,25.0,9.0,54.0,162.0,135.0,81.0,12.0,10.0,6.0,30.0,18.0,15.0,1458.0,4374.0,3645.0,2187.0,108.0,24.0,20.0,12.0,972.0,72.0,180.0,108.0,675.0,50.0,150.0,75.0,243.0,18.0,54.0,45.0
162,1.0,4.0,1.0,4.0,5.0,1.0,1875.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,25.0,1.0,4.0,16.0,20.0,4.0,4.0,5.0,1.0,20.0,4.0,5.0,16.0,64.0,80.0,16.0,4.0,4.0,5.0,1.0,64.0,16.0,80.0,16.0,100.0,25.0,100.0,25.0,4.0,1.0,4.0,5.0
163,0.0,25.0,3.0,28.0,5.0,5.0,12811.111111111111,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,9.0,784.0,25.0,25.0,75.0,700.0,125.0,125.0,84.0,15.0,15.0,140.0,140.0,25.0,1875.0,17500.0,3125.0,3125.0,225.0,252.0,45.0,45.0,19600.0,2352.0,3920.0,3920.0,625.0,75.0,700.0,125.0,625.0,75.0,700.0,125.0
164,0.0,4.0,3.0,48.0,5.0,3.0,950.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,2304.0,25.0,9.0,12.0,192.0,20.0,12.0,144.0,15.0,9.0,240.0,144.0,15.0,48.0,768.0,80.0,48.0,36.0,432.0,45.0,27.0,9216.0,6912.0,11520.0,6912.0,100.0,75.0,1200.0,75.0,36.0,27.0,432.0,45.0
165,0.0,4.0,2.0,7.0,5.0,3.0,1250.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,49.0,25.0,9.0,8.0,28.0,20.0,12.0,14.0,10.0,6.0,35.0,21.0,15.0,32.0,112.0,80.0,48.0,16.0,28.0,20.0,12.0,196.0,98.0,245.0,147.0,100.0,50.0,175.0,75.0,36.0,18.0,63.0,45.0
166,0.0,6.0,2.0,9.0,5.0,3.0,2333.333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,81.0,25.0,9.0,12.0,54.0,30.0,18.0,18.0,10.0,6.0,45.0,27.0,15.0,72.0,324.0,180.0,108.0,24.0,36.0,20.0,12.0,486.0,162.0,405.0,243.0,150.0,50.0,225.0,75.0,54.0,18.0,81.0,45.0
167,0.0,31.0,2.0,8.0,5.0,3.0,800.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,4.0,64.0,25.0,9.0,62.0,248.0,155.0,93.0,16.0,10.0,6.0,40.0,24.0,15.0,1922.0,7688.0,4805.0,2883.0,124.0,32.0,20.0,12.0,1984.0,128.0,320.0,192.0,775.0,50.0,200.0,75.0,279.0,18.0,72.0,45.0
168,1.0,5.0,0.0,3.0,5.0,1.0,1625.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,9.0,25.0,1.0,0.0,15.0,25.0,5.0,0.0,0.0,0.0,15.0,3.0,5.0,0.0,75.0,125.0,25.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,9.0,125.0,0.0,75.0,25.0,5.0,0.0,3.0,5.0
169,0.0,37.0,5.0,10.0,3.5,2.0,1500.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,25.0,100.0,12.25,4.0,185.0,370.0,129.5,74.0,50.0,17.5,10.0,35.0,20.0,7.0,6845.0,13690.0,4791.5,2738.0,925.0,250.0,87.5,50.0,3700.0,500.0,350.0,200.0,453.25,61.25,122.5,24.5,148.0,20.0,40.0,14.0
170,1.0,19.0,0.1666666666666666,1.0,4.951179775280899,0.0,2400.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.027777777777777755,1.0,24.51418116715061,0.0,3.1666666666666656,19.0,94.07241573033707,0.0,0.1666666666666666,0.8251966292134828,0.0,4.951179775280899,0.0,0.0,60.16666666666664,361.0,1787.3758988764046,0.0,0.5277777777777773,0.027777777777777755,0.1375327715355804,0.0,19.0,0.1666666666666666,4.951179775280899,0.0,465.7694421758616,4.085696861191767,24.51418116715061,0.0,0.0,0.0,0.0,0.0
171,1.0,10.0,3.0,2.0,4.951179775280899,0.0,1950.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.0,4.0,24.51418116715061,0.0,30.0,20.0,49.51179775280899,0.0,6.0,14.853539325842696,0.0,9.902359550561798,0.0,0.0,300.0,200.0,495.1179775280899,0.0,90.0,18.0,44.56061797752809,0.0,40.0,12.0,19.804719101123595,0.0,245.1418116715061,73.54254350145183,49.02836233430122,0.0,0.0,0.0,0.0,0.0
